t, xref,zref, xact,zact 
12.010000, 1.516649, 1.238565, 1.511571, 1.243570 
12.020000, 1.517153, 1.238067, 1.512074, 1.243068 
12.030000, 1.517658, 1.237569, 1.512576, 1.242566 
12.040000, 1.518163, 1.237072, 1.513078, 1.242064 
12.050000, 1.518668, 1.236575, 1.513581, 1.241562 
12.060000, 1.519174, 1.236078, 1.514084, 1.241060 
12.070000, 1.519681, 1.235581, 1.514588, 1.240559 
12.080000, 1.520188, 1.235085, 1.515091, 1.240057 
12.090000, 1.520695, 1.234588, 1.515595, 1.239556 
12.100000, 1.521203, 1.234092, 1.516100, 1.239055 
12.110000, 1.521712, 1.233597, 1.516604, 1.238554 
12.120000, 1.522220, 1.233101, 1.517109, 1.238053 
12.130000, 1.522730, 1.232606, 1.517615, 1.237553 
12.140000, 1.523240, 1.232111, 1.518121, 1.237052 
12.150000, 1.523751, 1.231617, 1.518627, 1.236552 
12.160000, 1.524262, 1.231122, 1.519134, 1.236052 
12.170000, 1.524774, 1.230628, 1.519641, 1.235552 
12.180000, 1.525286, 1.230135, 1.520148, 1.235053 
12.190000, 1.525799, 1.229642, 1.520656, 1.234553 
12.200000, 1.526313, 1.229149, 1.521165, 1.234054 
12.210000, 1.526827, 1.228656, 1.521674, 1.233555 
12.220000, 1.527342, 1.228164, 1.522183, 1.233057 
12.230000, 1.527858, 1.227672, 1.522693, 1.232559 
12.240000, 1.528375, 1.227181, 1.523204, 1.232061 
12.250000, 1.528892, 1.226690, 1.523715, 1.231563 
12.260000, 1.529410, 1.226199, 1.524227, 1.231065 
12.270000, 1.529929, 1.225709, 1.524740, 1.230568 
12.280000, 1.530448, 1.225219, 1.525253, 1.230071 
12.290000, 1.530969, 1.224730, 1.525766, 1.229575 
12.300000, 1.531490, 1.224241, 1.526281, 1.229079 
12.310000, 1.532012, 1.223752, 1.526796, 1.228583 
12.320000, 1.532535, 1.223264, 1.527311, 1.228087 
12.330000, 1.533058, 1.222777, 1.527828, 1.227592 
12.340000, 1.533583, 1.222290, 1.528345, 1.227098 
12.350000, 1.534108, 1.221803, 1.528863, 1.226603 
12.360000, 1.534635, 1.221317, 1.529381, 1.226109 
12.370000, 1.535162, 1.220832, 1.529901, 1.225616 
12.380000, 1.535690, 1.220347, 1.530421, 1.225122 
12.390000, 1.536220, 1.219862, 1.530942, 1.224630 
12.400000, 1.536750, 1.219379, 1.531463, 1.224137 
12.410000, 1.537281, 1.218895, 1.531986, 1.223645 
12.420000, 1.537813, 1.218413, 1.532509, 1.223154 
12.430000, 1.538346, 1.217931, 1.533034, 1.222663 
12.440000, 1.538881, 1.217449, 1.533559, 1.222172 
12.450000, 1.539416, 1.216968, 1.534085, 1.221682 
12.460000, 1.539953, 1.216488, 1.534612, 1.221193 
12.470000, 1.540490, 1.216008, 1.535140, 1.220703 
12.480000, 1.541029, 1.215529, 1.535669, 1.220215 
12.490000, 1.541568, 1.215051, 1.536198, 1.219727 
12.500000, 1.542109, 1.214573, 1.536729, 1.219239 
12.510000, 1.542651, 1.214096, 1.537261, 1.218752 
12.520000, 1.543194, 1.213620, 1.537794, 1.218266 
12.530000, 1.543739, 1.213145, 1.538328, 1.217780 
12.540000, 1.544284, 1.212670, 1.538862, 1.217295 
12.550000, 1.544831, 1.212196, 1.539398, 1.216810 
12.560000, 1.545379, 1.211723, 1.539935, 1.216326 
12.570000, 1.545928, 1.211250, 1.540473, 1.215842 
12.580000, 1.546479, 1.210778, 1.541012, 1.215359 
12.590000, 1.547031, 1.210307, 1.541553, 1.214877 
12.600000, 1.547584, 1.209837, 1.542094, 1.214396 
12.610000, 1.548138, 1.209368, 1.542637, 1.213915 
12.620000, 1.548694, 1.208899, 1.543180, 1.213434 
12.630000, 1.549251, 1.208432, 1.543725, 1.212955 
12.640000, 1.549810, 1.207965, 1.544271, 1.212476 
12.650000, 1.550370, 1.207499, 1.544819, 1.211998 
12.660000, 1.550931, 1.207034, 1.545367, 1.211520 
12.670000, 1.551493, 1.206570, 1.545917, 1.211044 
12.680000, 1.552057, 1.206107, 1.546468, 1.210568 
12.690000, 1.552623, 1.205645, 1.547021, 1.210092 
12.700000, 1.553190, 1.205184, 1.547574, 1.209618 
12.710000, 1.553758, 1.204724, 1.548129, 1.209144 
12.720000, 1.554328, 1.204264, 1.548687, 1.208671 
12.730000, 1.554900, 1.203806, 1.549246, 1.208198 
12.740000, 1.555473, 1.203349, 1.549807, 1.207726 
12.750000, 1.556047, 1.202893, 1.550369, 1.207254 
12.760000, 1.556623, 1.202438, 1.550933, 1.206784 
12.770000, 1.557201, 1.201984, 1.551498, 1.206314 
12.780000, 1.557780, 1.201531, 1.552065, 1.205845 
12.790000, 1.558360, 1.201079, 1.552632, 1.205378 
12.800000, 1.558943, 1.200628, 1.553201, 1.204911 
12.810000, 1.559527, 1.200179, 1.553772, 1.204446 
12.820000, 1.560112, 1.199730, 1.554343, 1.203981 
12.830000, 1.560700, 1.199283, 1.554916, 1.203518 
12.840000, 1.561288, 1.198837, 1.555491, 1.203056 
12.850000, 1.561879, 1.198393, 1.556067, 1.202594 
12.860000, 1.562471, 1.197949, 1.556644, 1.202134 
12.870000, 1.563065, 1.197507, 1.557223, 1.201675 
12.880000, 1.563661, 1.197066, 1.557803, 1.201217 
12.890000, 1.564259, 1.196626, 1.558385, 1.200760 
12.900000, 1.564858, 1.196188, 1.558968, 1.200305 
12.910000, 1.565459, 1.195751, 1.559553, 1.199850 
12.920000, 1.566062, 1.195315, 1.560139, 1.199397 
12.930000, 1.566666, 1.194881, 1.560727, 1.198944 
12.940000, 1.567273, 1.194448, 1.561317, 1.198493 
12.950000, 1.567881, 1.194017, 1.561908, 1.198044 
12.960000, 1.568491, 1.193587, 1.562501, 1.197595 
12.970000, 1.569103, 1.193159, 1.563096, 1.197148 
12.980000, 1.569717, 1.192732, 1.563692, 1.196701 
12.990000, 1.570332, 1.192306, 1.564290, 1.196256 
13.000000, 1.570950, 1.191882, 1.564890, 1.195813 
13.010000, 1.571569, 1.191460, 1.565492, 1.195370 
13.020000, 1.572191, 1.191039, 1.566095, 1.194930 
13.030000, 1.572814, 1.190620, 1.566700, 1.194490 
13.040000, 1.573439, 1.190202, 1.567306, 1.194052 
13.050000, 1.574067, 1.189786, 1.567915, 1.193615 
13.060000, 1.574696, 1.189372, 1.568526, 1.193179 
13.070000, 1.575327, 1.188960, 1.569138, 1.192745 
13.080000, 1.575960, 1.188549, 1.569753, 1.192312 
13.090000, 1.576596, 1.188140, 1.570369, 1.191881 
13.100000, 1.577233, 1.187733, 1.570987, 1.191450 
13.110000, 1.577872, 1.187327, 1.571608, 1.191021 
13.120000, 1.578514, 1.186923, 1.572230, 1.190594 
13.130000, 1.579157, 1.186522, 1.572854, 1.190168 
13.140000, 1.579803, 1.186122, 1.573480, 1.189743 
13.150000, 1.580450, 1.185724, 1.574108, 1.189319 
13.160000, 1.581100, 1.185328, 1.574738, 1.188898 
13.170000, 1.581752, 1.184934, 1.575370, 1.188477 
13.180000, 1.582406, 1.184542, 1.576004, 1.188059 
13.190000, 1.583062, 1.184151, 1.576640, 1.187642 
13.200000, 1.583720, 1.183763, 1.577278, 1.187226 
13.210000, 1.584380, 1.183377, 1.577918, 1.186813 
13.220000, 1.585043, 1.182994, 1.578560, 1.186401 
13.230000, 1.585708, 1.182612, 1.579204, 1.185991 
13.240000, 1.586375, 1.182232, 1.579850, 1.185582 
13.250000, 1.587044, 1.181855, 1.580499, 1.185176 
13.260000, 1.587715, 1.181480, 1.581149, 1.184771 
13.270000, 1.588389, 1.181107, 1.581801, 1.184368 
13.280000, 1.589065, 1.180736, 1.582456, 1.183968 
13.290000, 1.589743, 1.180368, 1.583112, 1.183569 
13.300000, 1.590423, 1.180002, 1.583771, 1.183172 
13.310000, 1.591105, 1.179639, 1.584432, 1.182777 
13.320000, 1.591790, 1.179278, 1.585094, 1.182386 
13.330000, 1.592477, 1.178919, 1.585757, 1.181997 
13.340000, 1.593167, 1.178563, 1.586423, 1.181610 
13.350000, 1.593858, 1.178209, 1.587090, 1.181226 
13.360000, 1.594552, 1.177858, 1.587759, 1.180845 
13.370000, 1.595248, 1.177509, 1.588430, 1.180465 
13.380000, 1.595947, 1.177163, 1.589104, 1.180088 
13.390000, 1.596648, 1.176820, 1.589780, 1.179714 
13.400000, 1.597351, 1.176479, 1.590459, 1.179341 
13.410000, 1.598057, 1.176141, 1.591140, 1.178971 
13.420000, 1.598764, 1.175806, 1.591823, 1.178604 
13.430000, 1.599475, 1.175474, 1.592509, 1.178239 
13.440000, 1.600187, 1.175144, 1.593197, 1.177876 
13.450000, 1.600902, 1.174818, 1.593888, 1.177515 
13.460000, 1.601619, 1.174494, 1.594581, 1.177158 
13.470000, 1.602339, 1.174173, 1.595277, 1.176802 
13.480000, 1.603061, 1.173855, 1.595975, 1.176450 
13.490000, 1.603785, 1.173540, 1.596675, 1.176100 
13.500000, 1.604512, 1.173228, 1.597378, 1.175752 
13.510000, 1.605241, 1.172920, 1.598083, 1.175408 
13.520000, 1.605972, 1.172614, 1.598791, 1.175066 
13.530000, 1.606706, 1.172312, 1.599501, 1.174727 
13.540000, 1.607443, 1.172012, 1.600213, 1.174390 
13.550000, 1.608181, 1.171716, 1.600928, 1.174057 
13.560000, 1.608922, 1.171424, 1.601645, 1.173726 
13.570000, 1.609665, 1.171134, 1.602365, 1.173398 
13.580000, 1.610411, 1.170848, 1.603087, 1.173073 
13.590000, 1.611159, 1.170566, 1.603811, 1.172751 
13.600000, 1.611910, 1.170287, 1.604537, 1.172432 
13.610000, 1.612663, 1.170011, 1.605267, 1.172116 
13.620000, 1.613418, 1.169739, 1.605998, 1.171803 
13.630000, 1.614176, 1.169471, 1.606732, 1.171493 
13.640000, 1.614936, 1.169206, 1.607468, 1.171187 
13.650000, 1.615698, 1.168944, 1.608207, 1.170883 
13.660000, 1.616463, 1.168687, 1.608948, 1.170583 
13.670000, 1.617230, 1.168433, 1.609691, 1.170286 
13.680000, 1.617999, 1.168183, 1.610437, 1.169992 
13.690000, 1.618771, 1.167937, 1.611185, 1.169702 
13.700000, 1.619545, 1.167695, 1.611935, 1.169415 
13.710000, 1.620322, 1.167457, 1.612688, 1.169131 
13.720000, 1.621101, 1.167223, 1.613443, 1.168851 
13.730000, 1.621882, 1.166992, 1.614201, 1.168575 
13.740000, 1.622665, 1.166766, 1.614961, 1.168302 
13.750000, 1.623451, 1.166544, 1.615723, 1.168032 
13.760000, 1.624239, 1.166327, 1.616488, 1.167766 
13.770000, 1.625030, 1.166113, 1.617255, 1.167504 
13.780000, 1.625822, 1.165904, 1.618024, 1.167245 
13.790000, 1.626617, 1.165699, 1.618796, 1.166991 
13.800000, 1.627415, 1.165498, 1.619570, 1.166740 
13.810000, 1.628214, 1.165302, 1.620346, 1.166493 
13.820000, 1.629016, 1.165110, 1.621125, 1.166249 
13.830000, 1.629819, 1.164923, 1.621906, 1.166010 
13.840000, 1.630626, 1.164740, 1.622689, 1.165775 
13.850000, 1.631434, 1.164562, 1.623475, 1.165544 
13.860000, 1.632244, 1.164389, 1.624263, 1.165316 
13.870000, 1.633057, 1.164220, 1.625053, 1.165094 
13.880000, 1.633872, 1.164056, 1.625846, 1.164875 
13.890000, 1.634688, 1.163897, 1.626640, 1.164660 
13.900000, 1.635507, 1.163743, 1.627437, 1.164450 
13.910000, 1.636328, 1.163593, 1.628237, 1.164244 
13.920000, 1.637152, 1.163449, 1.629038, 1.164043 
13.930000, 1.637977, 1.163310, 1.629842, 1.163846 
13.940000, 1.638804, 1.163175, 1.630647, 1.163653 
13.950000, 1.639633, 1.163046, 1.631455, 1.163466 
13.960000, 1.640464, 1.162922, 1.632265, 1.163282 
13.970000, 1.641297, 1.162804, 1.633078, 1.163104 
13.980000, 1.642132, 1.162690, 1.633892, 1.162930 
13.990000, 1.642969, 1.162582, 1.634709, 1.162761 
14.000000, 1.643808, 1.162479, 1.635527, 1.162597 
14.010000, 1.644648, 1.162382, 1.636348, 1.162438 
14.020000, 1.645491, 1.162291, 1.637171, 1.162283 
14.030000, 1.646335, 1.162204, 1.637995, 1.162134 
14.040000, 1.647181, 1.162124, 1.638822, 1.161990 
14.050000, 1.648029, 1.162049, 1.639651, 1.161851 
14.060000, 1.648878, 1.161980, 1.640481, 1.161717 
14.070000, 1.649729, 1.161916, 1.641314, 1.161588 
14.080000, 1.650582, 1.161859, 1.642148, 1.161465 
14.090000, 1.651436, 1.161807, 1.642985, 1.161347 
14.100000, 1.652292, 1.161761, 1.643823, 1.161235 
14.110000, 1.653149, 1.161722, 1.644663, 1.161128 
14.120000, 1.654008, 1.161688, 1.645505, 1.161026 
14.130000, 1.654868, 1.161660, 1.646348, 1.160930 
14.140000, 1.655729, 1.161639, 1.647193, 1.160840 
14.150000, 1.656592, 1.161623, 1.648040, 1.160756 
14.160000, 1.657456, 1.161614, 1.648889, 1.160677 
14.170000, 1.658322, 1.161612, 1.649739, 1.160604 
14.180000, 1.659189, 1.161615, 1.650591, 1.160537 
14.190000, 1.660057, 1.161625, 1.651444, 1.160477 
14.200000, 1.660926, 1.161642, 1.652297, 1.160423 
14.210000, 1.661796, 1.161665, 1.653151, 1.160375 
14.220000, 1.662667, 1.161695, 1.654006, 1.160333 
14.230000, 1.663539, 1.161731, 1.654864, 1.160297 
14.240000, 1.664412, 1.161774, 1.655723, 1.160266 
14.250000, 1.665286, 1.161824, 1.656585, 1.160241 
14.260000, 1.666161, 1.161880, 1.657448, 1.160223 
14.270000, 1.667036, 1.161944, 1.658312, 1.160210 
14.280000, 1.667912, 1.162014, 1.659178, 1.160204 
14.290000, 1.668789, 1.162091, 1.660045, 1.160205 
14.300000, 1.669667, 1.162175, 1.660913, 1.160212 
14.310000, 1.670545, 1.162267, 1.661782, 1.160225 
14.320000, 1.671423, 1.162365, 1.662653, 1.160246 
14.330000, 1.672302, 1.162471, 1.663524, 1.160273 
14.340000, 1.673182, 1.162583, 1.664396, 1.160306 
14.350000, 1.674061, 1.162703, 1.665270, 1.160347 
14.360000, 1.674941, 1.162831, 1.666144, 1.160395 
14.370000, 1.675821, 1.162965, 1.667018, 1.160449 
14.380000, 1.676701, 1.163108, 1.667894, 1.160511 
14.390000, 1.677581, 1.163257, 1.668770, 1.160580 
14.400000, 1.678461, 1.163414, 1.669647, 1.160656 
14.410000, 1.679341, 1.163579, 1.670524, 1.160740 
14.420000, 1.680221, 1.163751, 1.671402, 1.160831 
14.430000, 1.681100, 1.163931, 1.672280, 1.160929 
14.440000, 1.681979, 1.164118, 1.673158, 1.161035 
14.450000, 1.682858, 1.164313, 1.674037, 1.161148 
14.460000, 1.683736, 1.164516, 1.674916, 1.161269 
14.470000, 1.684614, 1.164727, 1.675795, 1.161398 
14.480000, 1.685491, 1.164945, 1.676674, 1.161534 
14.490000, 1.686367, 1.165172, 1.677553, 1.161678 
14.500000, 1.687243, 1.165406, 1.678432, 1.161830 
14.510000, 1.688117, 1.165649, 1.679310, 1.161989 
14.520000, 1.688991, 1.165899, 1.680189, 1.162157 
14.530000, 1.689863, 1.166158, 1.681067, 1.162333 
14.540000, 1.690735, 1.166424, 1.681945, 1.162516 
14.550000, 1.691605, 1.166699, 1.682823, 1.162708 
14.560000, 1.692473, 1.166982, 1.683700, 1.162908 
14.570000, 1.693341, 1.167273, 1.684576, 1.163116 
14.580000, 1.694206, 1.167572, 1.685452, 1.163332 
14.590000, 1.695071, 1.167879, 1.686327, 1.163556 
14.600000, 1.695933, 1.168195, 1.687201, 1.163789 
14.610000, 1.696794, 1.168519, 1.688074, 1.164030 
14.620000, 1.697653, 1.168851, 1.688946, 1.164280 
14.630000, 1.698509, 1.169192, 1.689817, 1.164538 
14.640000, 1.699364, 1.169541, 1.690687, 1.164804 
14.650000, 1.700217, 1.169899, 1.691555, 1.165079 
14.660000, 1.701067, 1.170265, 1.692422, 1.165363 
14.670000, 1.701915, 1.170639, 1.693288, 1.165655 
14.680000, 1.702760, 1.171022, 1.694152, 1.165956 
14.690000, 1.703603, 1.171414, 1.695015, 1.166265 
14.700000, 1.704443, 1.171813, 1.695875, 1.166583 
14.710000, 1.705280, 1.172222, 1.696734, 1.166910 
14.720000, 1.706114, 1.172639, 1.697591, 1.167246 
14.730000, 1.706945, 1.173064, 1.698446, 1.167590 
14.740000, 1.707773, 1.173498, 1.699299, 1.167943 
14.750000, 1.708598, 1.173941, 1.700150, 1.168305 
14.760000, 1.709420, 1.174392, 1.700998, 1.168676 
14.770000, 1.710238, 1.174852, 1.701844, 1.169056 
14.780000, 1.711052, 1.175321, 1.702687, 1.169445 
14.790000, 1.711863, 1.175798, 1.703527, 1.169843 
14.800000, 1.712670, 1.176283, 1.704365, 1.170249 
14.810000, 1.713472, 1.176778, 1.705200, 1.170665 
14.820000, 1.714271, 1.177280, 1.706032, 1.171090 
14.830000, 1.715066, 1.177792, 1.706861, 1.171523 
14.840000, 1.715857, 1.178312, 1.707687, 1.171966 
14.850000, 1.716643, 1.178840, 1.708508, 1.172419 
14.860000, 1.717424, 1.179377, 1.709325, 1.172881 
14.870000, 1.718201, 1.179923, 1.710138, 1.173353 
14.880000, 1.718973, 1.180477, 1.710948, 1.173833 
14.890000, 1.719741, 1.181040, 1.711754, 1.174323 
14.900000, 1.720503, 1.181611, 1.712556, 1.174821 
14.910000, 1.721260, 1.182191, 1.713354, 1.175329 
14.920000, 1.722012, 1.182779, 1.714149, 1.175845 
14.930000, 1.722758, 1.183376, 1.714939, 1.176371 
14.940000, 1.723500, 1.183981, 1.715725, 1.176905 
14.950000, 1.724235, 1.184594, 1.716507, 1.177448 
14.960000, 1.724965, 1.185216, 1.717285, 1.178001 
14.970000, 1.725689, 1.185846, 1.718057, 1.178562 
14.980000, 1.726407, 1.186484, 1.718825, 1.179132 
14.990000, 1.727118, 1.187131, 1.719589, 1.179711 
15.000000, 1.727824, 1.187786, 1.720347, 1.180299 
15.010000, 1.728523, 1.188449, 1.721100, 1.180896 
15.020000, 1.729216, 1.189120, 1.721848, 1.181502 
15.030000, 1.729902, 1.189799, 1.722591, 1.182117 
15.040000, 1.730582, 1.190486, 1.723328, 1.182741 
15.050000, 1.731255, 1.191181, 1.724059, 1.183374 
15.060000, 1.731920, 1.191884, 1.724785, 1.184015 
15.070000, 1.732579, 1.192595, 1.725505, 1.184666 
15.080000, 1.733230, 1.193314, 1.726219, 1.185325 
15.090000, 1.733874, 1.194040, 1.726927, 1.185993 
15.100000, 1.734511, 1.194775, 1.727628, 1.186670 
15.110000, 1.735140, 1.195516, 1.728324, 1.187355 
15.120000, 1.735762, 1.196266, 1.729012, 1.188049 
15.130000, 1.736375, 1.197023, 1.729694, 1.188752 
15.140000, 1.736981, 1.197787, 1.730370, 1.189463 
15.150000, 1.737579, 1.198558, 1.731038, 1.190183 
15.160000, 1.738168, 1.199337, 1.731700, 1.190911 
15.170000, 1.738749, 1.200123, 1.732353, 1.191649 
15.180000, 1.739322, 1.200916, 1.732999, 1.192395 
15.190000, 1.739886, 1.201716, 1.733636, 1.193150 
15.200000, 1.740442, 1.202523, 1.734266, 1.193913 
15.210000, 1.740989, 1.203337, 1.734888, 1.194685 
15.220000, 1.741527, 1.204158, 1.735503, 1.195464 
15.230000, 1.742056, 1.204985, 1.736111, 1.196251 
15.240000, 1.742576, 1.205819, 1.736710, 1.197045 
15.250000, 1.743087, 1.206660, 1.737302, 1.197848 
15.260000, 1.743589, 1.207506, 1.737886, 1.198657 
15.270000, 1.744081, 1.208359, 1.738462, 1.199475 
15.280000, 1.744564, 1.209218, 1.739030, 1.200299 
15.290000, 1.745037, 1.210084, 1.739589, 1.201132 
15.300000, 1.745500, 1.210955, 1.740140, 1.201971 
15.310000, 1.745954, 1.211832, 1.740683, 1.202818 
15.320000, 1.746398, 1.212714, 1.741217, 1.203672 
15.330000, 1.746832, 1.213603, 1.741741, 1.204533 
15.340000, 1.747255, 1.214496, 1.742257, 1.205401 
15.350000, 1.747669, 1.215396, 1.742765, 1.206275 
15.360000, 1.748072, 1.216300, 1.743265, 1.207155 
15.370000, 1.748465, 1.217210, 1.743756, 1.208041 
15.380000, 1.748847, 1.218124, 1.744239, 1.208934 
15.390000, 1.749219, 1.219044, 1.744711, 1.209834 
15.400000, 1.749581, 1.219968, 1.745173, 1.210740 
15.410000, 1.749931, 1.220897, 1.745626, 1.211653 
15.420000, 1.750271, 1.221830, 1.746068, 1.212573 
15.430000, 1.750600, 1.222767, 1.746499, 1.213499 
15.440000, 1.750918, 1.223709, 1.746921, 1.214431 
15.450000, 1.751225, 1.224655, 1.747331, 1.215370 
15.460000, 1.751521, 1.225605, 1.747732, 1.216314 
15.470000, 1.751806, 1.226559, 1.748121, 1.217264 
15.480000, 1.752079, 1.227516, 1.748500, 1.218219 
15.490000, 1.752341, 1.228477, 1.748869, 1.219180 
15.500000, 1.752592, 1.229441, 1.749225, 1.220147 
15.510000, 1.752832, 1.230409, 1.749570, 1.221120 
15.520000, 1.753060, 1.231379, 1.749904, 1.222097 
15.530000, 1.753277, 1.232353, 1.750227, 1.223079 
15.540000, 1.753482, 1.233329, 1.750540, 1.224065 
15.550000, 1.753675, 1.234308, 1.750841, 1.225056 
15.560000, 1.753857, 1.235290, 1.751130, 1.226052 
15.570000, 1.754027, 1.236273, 1.751407, 1.227052 
15.580000, 1.754186, 1.237259, 1.751672, 1.228057 
15.590000, 1.754333, 1.238247, 1.751927, 1.229064 
15.600000, 1.754467, 1.239237, 1.752170, 1.230076 
15.610000, 1.754590, 1.240229, 1.752403, 1.231090 
15.620000, 1.754702, 1.241222, 1.752625, 1.232107 
15.630000, 1.754801, 1.242216, 1.752835, 1.233127 
15.640000, 1.754888, 1.243212, 1.753035, 1.234149 
15.650000, 1.754964, 1.244209, 1.753223, 1.235174 
15.660000, 1.755027, 1.245207, 1.753400, 1.236200 
15.670000, 1.755079, 1.246205, 1.753565, 1.237229 
15.680000, 1.755118, 1.247204, 1.753719, 1.238260 
15.690000, 1.755146, 1.248204, 1.753862, 1.239292 
15.700000, 1.755161, 1.249204, 1.753993, 1.240327 
15.710000, 1.755165, 1.250204, 1.754112, 1.241362 
15.720000, 1.755156, 1.251204, 1.754220, 1.242399 
15.730000, 1.755136, 1.252203, 1.754316, 1.243437 
15.740000, 1.755104, 1.253203, 1.754400, 1.244475 
15.750000, 1.755059, 1.254202, 1.754473, 1.245515 
15.760000, 1.755003, 1.255200, 1.754534, 1.246555 
15.770000, 1.754934, 1.256197, 1.754583, 1.247595 
15.780000, 1.754854, 1.257194, 1.754620, 1.248635 
15.790000, 1.754762, 1.258189, 1.754645, 1.249676 
15.800000, 1.754658, 1.259183, 1.754659, 1.250716 
15.810000, 1.754542, 1.260175, 1.754660, 1.251756 
15.820000, 1.754414, 1.261166, 1.754650, 1.252796 
15.830000, 1.754274, 1.262155, 1.754628, 1.253835 
15.840000, 1.754123, 1.263143, 1.754593, 1.254873 
15.850000, 1.753960, 1.264128, 1.754546, 1.255911 
15.860000, 1.753785, 1.265110, 1.754486, 1.256948 
15.870000, 1.753598, 1.266091, 1.754414, 1.257984 
15.880000, 1.753400, 1.267069, 1.754330, 1.259019 
15.890000, 1.753190, 1.268044, 1.754234, 1.260051 
15.900000, 1.752969, 1.269016, 1.754127, 1.261081 
15.910000, 1.752736, 1.269986, 1.754008, 1.262109 
15.920000, 1.752492, 1.270952, 1.753878, 1.263135 
15.930000, 1.752236, 1.271915, 1.753737, 1.264157 
15.940000, 1.751969, 1.272874, 1.753583, 1.265177 
15.950000, 1.751691, 1.273830, 1.753419, 1.266194 
15.960000, 1.751402, 1.274782, 1.753243, 1.267208 
